J2,J1,AllIssues_Total_Freq,AllIssues_Case_Opps,Total_Freq,Case_Opps,Year,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,J_id,G1,G2,ColorValue,Topic
102,100,89,147,11,25,1992,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,100_102,1,1,-1,Civil Rights
113,109,75,83,8,10,2013,RBGinsburg,Clinton,D,D,SSotomayor,Obama,D,I,109_113,1,1,1,Civil Rights
87,84,98,127,10,11,1952,RHJackson,FDR,D,D,FMVinson,Truman,D,D,84_87,1,1,1,Civil Rights
102,99,189,219,32,35,1983,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,99_102,1,1,-1,Civil Rights
111,109,60,82,9,12,2015,RBGinsburg,Clinton,D,D,JGRoberts,WBush,R,R,109_111,1,1,0,Civil Rights
104,98,105,199,15,31,1982,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,98_104,1,1,0,Civil Rights
102,92,69,124,6,15,1971,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,92_102,2,1,-1,Civil Rights
107,106,78,109,14,21,2000,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,106_107,2,1,-1,Civil Rights
95,78,20,24,5,6,1961,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,78_95,1,1,1,Civil Rights
93,81,88,166,12,13,1958,WODouglas,FDR,D,D,CEWhittaker,Eisenhower,R,R,81_93,1,2,0,Civil Rights
87,79,100,121,9,11,1949,SFReed,FDR,D,D,FMVinson,Truman,D,D,79_87,1,1,1,Civil Rights
91,78,73,138,10,17,1956,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,78_91,2,1,0,Civil Rights
99,95,174,204,23,33,1982,BRWhite,Kennedy,D,D,WEBurger,Nixon,R,R,95_99,1,1,0,Civil Rights
109,102,65,96,11,15,2001,WHRehnquist,Nixon,R,R,RBGinsburg,Clinton,D,D,102_109,2,1,0,Civil Rights
99,92,111,174,16,39,1969,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,Civil Rights
102,98,100,201,22,47,1976,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,98_102,1,1,0,Civil Rights
106,105,72,84,9,10,2013,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,1,1,-1,Civil Rights
100,94,128,184,22,36,1980,PStewart,Eisenhower,R,R,HABlackmun,Nixon,R,R,94_100,1,1,-1,Civil Rights
109,104,87,123,18,26,1997,SDOConnor,Reagan,R,R,RBGinsburg,Clinton,D,D,104_109,1,1,0,Civil Rights
94,91,165,231,23,33,1967,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,91_94,1,1,-1,Civil Rights
92,80,59,82,8,10,1961,FFrankfurter,FDR,D,I,WJBrennan,Eisenhower,R,D,80_92,1,1,0,Civil Rights
79,78,31,53,2,2,1956,HLBlack,FDR,D,D,SFReed,FDR,D,D,78_79,2,1,1,Civil Rights
100,99,179,199,35,39,1974,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,99_100,1,1,-1,Civil Rights
110,107,82,95,13,14,2001,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,107_110,1,1,0,Civil Rights
108,106,55,82,8,12,2015,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,106_108,1,1,-1,Civil Rights
108,107,51,93,12,25,2008,DHSouter,Bush,R,R,CThomas,Bush,R,R,107_108,2,1,-1,Civil Rights
99,98,106,191,21,26,1984,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,98_99,1,1,0,Civil Rights
111,105,75,84,14,18,2011,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,105_111,1,1,-1,Civil Rights
110,103,78,105,9,17,1999,JPStevens,Ford,R,R,SGBreyer,Clinton,D,D,103_110,1,1,0,Civil Rights
106,103,90,124,21,26,1997,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,1,-1,Civil Rights
104,102,199,221,33,36,1983,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,102_104,1,1,-1,Civil Rights
105,104,147,177,26,34,1988,SDOConnor,Reagan,R,R,AScalia,Reagan,R,R,104_105,1,1,-1,Civil Rights
85,84,91,172,11,14,1948,RHJackson,FDR,D,D,WBRutledge,FDR,D,D,84_85,1,2,1,Civil Rights
91,78,97,164,9,13,1958,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,78_91,1,2,0,Civil Rights
98,95,141,208,34,49,1981,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,95_98,1,1,1,Civil Rights
106,102,96,112,18,18,1995,WHRehnquist,Nixon,R,R,AMKennedy,Reagan,R,R,102_106,1,1,-1,Civil Rights
98,92,133,139,22,22,1967,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,92_98,1,1,0,Civil Rights
114,112,54,80,10,17,2011,SAAlito,WBush,R,R,EKagan,Obama,D,D,112_114,1,1,0,Civil Rights
110,106,66,87,9,12,2012,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,1,2,0,Civil Rights
80,79,71,120,6,11,1949,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,79_80,1,1,1,Civil Rights
110,105,72,111,22,29,1998,AScalia,Reagan,R,R,SGBreyer,Clinton,D,D,105_110,1,1,0,Civil Rights
106,104,86,105,12,15,1994,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,1,1,-1,Civil Rights
84,79,73,120,7,11,1949,SFReed,FDR,D,D,RHJackson,FDR,D,D,79_84,1,1,1,Civil Rights
101,99,183,215,31,37,1985,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,Civil Rights
109,108,62,109,8,24,2002,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,1,1,0,Civil Rights
104,102,165,194,20,26,1984,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,102_104,1,1,-1,Civil Rights
106,105,14,18,2,2,2015,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,1,1,-1,Civil Rights
111,106,97,111,10,12,2009,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,106_111,2,2,-1,Civil Rights
90,81,173,208,32,34,1962,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,81_90,1,1,0,Civil Rights
111,106,86,98,14,17,2010,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,106_111,1,1,-1,Civil Rights
95,92,155,200,31,39,1974,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,1,1,0,Civil Rights
108,105,102,111,17,17,1995,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,1,1,-1,Civil Rights
114,112,48,84,4,11,2012,SAAlito,WBush,R,R,EKagan,Obama,D,D,112_114,1,2,0,Civil Rights
98,94,108,184,15,39,1980,PStewart,Eisenhower,R,R,TMarshall,LBJ,D,D,94_98,1,1,0,Civil Rights
86,81,53,102,3,8,1953,WODouglas,FDR,D,D,HHBurton,Truman,D,R,81_86,1,1,1,Civil Rights
90,84,68,90,6,8,1953,RHJackson,FDR,D,D,EWarren,Eisenhower,R,R,84_90,1,1,0,Civil Rights
84,78,68,128,4,11,1952,HLBlack,FDR,D,D,RHJackson,FDR,D,D,78_84,2,1,1,Civil Rights
99,98,100,152,14,34,1969,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,98_99,1,1,0,Civil Rights
107,105,108,127,14,18,1990,AScalia,Reagan,R,R,DHSouter,Bush,R,R,105_107,1,1,-1,Civil Rights
109,108,56,97,8,13,2003,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,2,1,0,Civil Rights
104,100,109,179,16,34,1988,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,100_104,2,1,-1,Civil Rights
110,108,38,82,1,8,2006,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,108_110,2,1,0,Civil Rights
100,99,124,171,29,36,1977,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,99_100,1,1,-1,Civil Rights
91,86,154,194,13,19,1957,HHBurton,Truman,D,R,JHarlan2,Eisenhower,R,R,86_91,1,1,0,Civil Rights
95,94,141,194,34,40,1977,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,94_95,1,1,0,Civil Rights
92,90,160,168,23,23,1965,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,90_92,1,1,-1,Civil Rights
108,105,79,84,9,10,2013,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,1,1,-1,Civil Rights
101,100,139,184,24,35,1980,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,100_101,1,1,-1,Civil Rights
101,95,106,128,14,16,1984,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,95_101,1,1,0,Civil Rights
81,78,122,140,15,16,1956,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,2,2,1,Civil Rights
108,95,121,146,21,25,1992,BRWhite,Kennedy,D,D,CThomas,Bush,R,R,95_108,1,1,0,Civil Rights
90,78,154,174,18,21,1960,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,78_90,2,2,0,Civil Rights
110,108,65,106,12,17,1999,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,108_110,2,1,0,Civil Rights
111,105,64,77,13,15,2014,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,105_111,2,2,-1,Civil Rights
110,103,85,108,18,24,2002,JPStevens,Ford,R,R,SGBreyer,Clinton,D,D,103_110,1,1,0,Civil Rights
92,81,135,166,12,13,1958,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,81_92,1,1,0,Civil Rights
96,95,160,196,26,32,1962,BRWhite,Kennedy,D,D,AJGoldberg,Kennedy,D,D,95_96,1,1,1,Civil Rights
100,95,166,204,24,33,1982,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,95_100,1,1,0,Civil Rights
114,105,49,77,8,15,2014,AScalia,Reagan,R,R,EKagan,Obama,D,D,105_114,2,1,0,Civil Rights
103,101,153,208,33,48,1981,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,101_103,1,1,-1,Civil Rights
109,103,87,103,12,15,1994,JPStevens,Ford,R,R,RBGinsburg,Clinton,D,D,103_109,1,1,0,Civil Rights
90,79,79,116,9,14,1954,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,79_90,1,1,0,Civil Rights
79,78,72,142,6,14,1952,HLBlack,FDR,D,D,SFReed,FDR,D,D,78_79,2,1,1,Civil Rights
110,106,71,82,10,12,2015,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,1,1,0,Civil Rights
102,100,139,204,13,33,1982,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,100_102,1,1,-1,Civil Rights
82,80,108,181,4,9,1946,FFrankfurter,FDR,D,I,FMurphy,FDR,D,D,80_82,1,1,1,Civil Rights
110,103,85,95,12,12,2003,JPStevens,Ford,R,R,SGBreyer,Clinton,D,D,103_110,1,1,0,Civil Rights
103,98,141,182,10,12,1989,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,98_103,2,2,0,Civil Rights
109,107,97,111,23,24,1996,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,107_109,1,1,0,Civil Rights
88,81,142,215,22,34,1962,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,Civil Rights
109,106,98,124,20,26,1997,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,106_109,1,1,0,Civil Rights
105,102,133,147,24,25,1992,WHRehnquist,Nixon,R,R,AScalia,Reagan,R,R,102_105,1,1,-1,Civil Rights
111,108,80,86,12,12,2005,CThomas,Bush,R,R,JGRoberts,WBush,R,R,108_111,1,1,-1,Civil Rights
95,94,141,204,17,37,1979,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,94_95,1,1,0,Civil Rights
103,100,141,192,18,36,1980,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,100_103,1,1,-1,Civil Rights
109,108,41,84,1,8,2006,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,2,1,0,Civil Rights
99,81,99,229,20,42,1971,WODouglas,FDR,D,D,WEBurger,Nixon,R,R,81_99,2,2,0,Civil Rights
114,109,76,82,8,9,2013,RBGinsburg,Clinton,D,D,EKagan,Obama,D,D,109_114,1,1,1,Civil Rights
88,79,85,113,11,13,1951,SFReed,FDR,D,D,TCClark,Truman,D,D,79_88,1,1,1,Civil Rights
95,91,127,177,28,35,1970,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,91_95,1,1,0,Civil Rights
113,105,43,77,7,15,2014,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,105_113,2,1,0,Civil Rights
88,80,66,92,5,7,1949,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,80_88,1,1,1,Civil Rights
113,111,60,93,10,16,2010,JGRoberts,WBush,R,R,SSotomayor,Obama,D,I,111_113,1,2,0,Civil Rights
114,106,64,77,12,15,2014,AMKennedy,Reagan,R,R,EKagan,Obama,D,D,106_114,1,1,0,Civil Rights
100,99,139,193,27,36,1980,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,99_100,1,1,-1,Civil Rights
86,81,75,151,7,16,1956,WODouglas,FDR,D,D,HHBurton,Truman,D,R,81_86,2,1,1,Civil Rights
93,80,50,62,7,7,1961,FFrankfurter,FDR,D,I,CEWhittaker,Eisenhower,R,R,80_93,1,1,0,Civil Rights
106,103,69,108,12,24,2002,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,1,-1,Civil Rights
95,92,142,190,38,47,1978,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,1,1,0,Civil Rights
105,103,48,95,9,15,2001,JPStevens,Ford,R,R,AScalia,Reagan,R,R,103_105,1,2,-1,Civil Rights
111,109,53,77,9,15,2014,RBGinsburg,Clinton,D,D,JGRoberts,WBush,R,R,109_111,1,2,0,Civil Rights
112,110,69,108,9,12,2009,SGBreyer,Clinton,D,D,SAAlito,WBush,R,R,110_112,1,2,0,Civil Rights
79,78,69,118,5,14,1954,HLBlack,FDR,D,D,SFReed,FDR,D,D,78_79,1,1,1,Civil Rights
82,81,107,147,21,24,1947,WODouglas,FDR,D,D,FMurphy,FDR,D,D,81_82,2,2,1,Civil Rights
108,107,43,83,2,8,2006,DHSouter,Bush,R,R,CThomas,Bush,R,R,107_108,1,2,-1,Civil Rights
89,84,95,131,14,16,1950,RHJackson,FDR,D,D,SMinton,Truman,D,D,84_89,1,1,1,Civil Rights
110,105,54,93,6,11,2003,AScalia,Reagan,R,R,SGBreyer,Clinton,D,D,105_110,2,1,0,Civil Rights
114,113,59,61,6,6,2010,SSotomayor,Obama,D,I,EKagan,Obama,D,D,113_114,2,2,1,Civil Rights
97,95,120,147,19,21,1965,BRWhite,Kennedy,D,D,AFortas,LBJ,D,D,95_97,1,1,1,Civil Rights
93,78,100,167,12,13,1958,HLBlack,FDR,D,D,CEWhittaker,Eisenhower,R,R,78_93,1,2,0,Civil Rights
89,86,93,116,11,14,1954,HHBurton,Truman,D,R,SMinton,Truman,D,D,86_89,1,1,1,Civil Rights
81,80,9,28,3,4,1949,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,80_81,1,1,1,Civil Rights
108,104,88,105,15,17,1993,SDOConnor,Reagan,R,R,CThomas,Bush,R,R,104_108,1,1,-1,Civil Rights
110,107,57,75,11,14,2007,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,107_110,1,1,0,Civil Rights
100,94,133,205,18,37,1979,PStewart,Eisenhower,R,R,HABlackmun,Nixon,R,R,94_100,1,1,-1,Civil Rights
105,95,112,152,21,27,1991,BRWhite,Kennedy,D,D,AScalia,Reagan,R,R,95_105,1,1,0,Civil Rights
86,79,117,144,13,14,1952,SFReed,FDR,D,D,HHBurton,Truman,D,R,79_86,1,1,1,Civil Rights
110,104,67,90,8,14,2001,SDOConnor,Reagan,R,R,SGBreyer,Clinton,D,D,104_110,2,1,0,Civil Rights
87,78,81,119,9,11,1949,HLBlack,FDR,D,D,FMVinson,Truman,D,D,78_87,1,1,1,Civil Rights
82,81,124,172,14,14,1948,WODouglas,FDR,D,D,FMurphy,FDR,D,D,81_82,2,2,1,Civil Rights
90,80,93,156,9,12,1958,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,80_90,2,1,0,Civil Rights
99,92,93,168,23,36,1977,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,Civil Rights
96,94,157,215,41,52,1963,PStewart,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,94_96,1,1,0,Civil Rights
103,94,134,185,31,45,1978,PStewart,Eisenhower,R,R,JPStevens,Ford,R,R,94_103,1,1,-1,Civil Rights
86,78,130,188,7,9,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,78_86,1,1,1,Civil Rights
99,98,130,218,25,45,1975,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,98_99,1,1,0,Civil Rights
104,103,62,110,19,29,1998,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,1,-1,Civil Rights
113,111,55,87,7,12,2012,JGRoberts,WBush,R,R,SSotomayor,Obama,D,I,111_113,1,2,0,Civil Rights
89,88,75,99,6,8,1953,TCClark,Truman,D,D,SMinton,Truman,D,D,88_89,1,1,1,Civil Rights
106,102,100,109,23,24,2002,WHRehnquist,Nixon,R,R,AMKennedy,Reagan,R,R,102_106,1,1,-1,Civil Rights
95,92,147,162,28,32,1964,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,1,1,0,Civil Rights
105,100,131,232,12,31,1986,HABlackmun,Nixon,R,R,AScalia,Reagan,R,R,100_105,2,1,-1,Civil Rights
90,80,86,165,11,19,1959,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,80_90,1,2,0,Civil Rights
99,81,78,165,18,30,1974,WODouglas,FDR,D,D,WEBurger,Nixon,R,R,81_99,1,1,0,Civil Rights
88,81,99,173,19,28,1966,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,Civil Rights
93,92,36,50,6,8,1956,WJBrennan,Eisenhower,R,D,CEWhittaker,Eisenhower,R,R,92_93,2,1,-1,Civil Rights
94,80,134,164,18,21,1960,FFrankfurter,FDR,D,I,PStewart,Eisenhower,R,R,80_94,1,1,0,Civil Rights
94,92,126,183,20,34,1968,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,92_94,1,1,-1,Civil Rights
104,103,60,104,5,17,1999,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,2,-1,Civil Rights
99,98,122,224,29,55,1976,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,98_99,1,1,0,Civil Rights
106,104,75,91,14,15,2001,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,2,2,-1,Civil Rights
104,99,190,217,30,37,1985,WEBurger,Nixon,R,R,SDOConnor,Reagan,R,R,99_104,1,1,-1,Civil Rights
104,95,113,146,21,25,1992,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,95_104,1,1,0,Civil Rights
98,92,204,218,43,45,1975,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,92_98,1,1,0,Civil Rights
94,81,150,228,31,47,1972,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,81_94,2,2,0,Civil Rights
100,95,148,200,20,33,1987,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,95_100,1,1,0,Civil Rights
80,78,89,118,12,14,1954,HLBlack,FDR,D,D,FFrankfurter,FDR,D,I,78_80,1,1,1,Civil Rights
108,105,100,109,22,24,2002,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,1,1,-1,Civil Rights
102,98,96,216,11,35,1985,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,98_102,2,1,0,Civil Rights
109,107,89,96,14,15,2001,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,107_109,1,1,0,Civil Rights
94,90,144,208,25,34,1962,EWarren,Eisenhower,R,R,PStewart,Eisenhower,R,R,90_94,1,1,-1,Civil Rights
106,103,51,85,5,8,2006,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,2,-1,Civil Rights
97,94,112,153,12,21,1965,PStewart,Eisenhower,R,R,AFortas,LBJ,D,D,94_97,1,1,0,Civil Rights
108,102,85,106,16,17,1999,WHRehnquist,Nixon,R,R,CThomas,Bush,R,R,102_108,2,2,-1,Civil Rights
113,111,52,77,9,15,2014,JGRoberts,WBush,R,R,SSotomayor,Obama,D,I,111_113,2,1,0,Civil Rights
108,103,96,147,18,25,1992,JPStevens,Ford,R,R,CThomas,Bush,R,R,103_108,1,1,-1,Civil Rights
81,80,83,145,13,16,1952,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,80_81,2,2,1,Civil Rights
102,98,97,242,6,33,1986,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,98_102,2,1,0,Civil Rights
81,79,83,149,12,22,1947,SFReed,FDR,D,D,WODouglas,FDR,D,D,79_81,1,2,1,Civil Rights
106,102,65,80,9,12,2004,WHRehnquist,Nixon,R,R,AMKennedy,Reagan,R,R,102_106,1,1,-1,Civil Rights
104,101,171,205,40,49,1981,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,101_104,1,1,-1,Civil Rights
111,110,49,74,9,14,2007,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,1,2,0,Civil Rights
104,102,126,147,23,25,1992,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,102_104,1,1,-1,Civil Rights
99,94,172,226,49,59,1976,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,94_99,1,1,-1,Civil Rights
108,105,88,95,10,12,2003,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,2,2,-1,Civil Rights
93,88,128,165,12,13,1958,TCClark,Truman,D,D,CEWhittaker,Eisenhower,R,R,88_93,2,2,0,Civil Rights
84,81,80,170,5,14,1948,WODouglas,FDR,D,D,RHJackson,FDR,D,D,81_84,2,1,1,Civil Rights
88,79,49,54,2,2,1956,SFReed,FDR,D,D,TCClark,Truman,D,D,79_88,1,1,1,Civil Rights
98,92,151,166,34,36,1977,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,92_98,1,1,0,Civil Rights
104,103,60,91,9,15,2001,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,2,-1,Civil Rights
113,108,63,104,9,12,2009,CThomas,Bush,R,R,SSotomayor,Obama,D,I,108_113,2,1,0,Civil Rights
97,91,142,228,18,33,1967,JHarlan2,Eisenhower,R,R,AFortas,LBJ,D,D,91_97,1,1,0,Civil Rights
86,78,82,122,9,11,1949,HLBlack,FDR,D,D,HHBurton,Truman,D,R,78_86,1,1,1,Civil Rights
111,110,56,94,16,25,2008,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,2,1,0,Civil Rights
108,106,85,108,20,24,2002,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,106_108,1,1,-1,Civil Rights
89,88,79,83,7,7,1949,TCClark,Truman,D,D,SMinton,Truman,D,D,88_89,1,1,1,Civil Rights
108,105,79,92,11,15,2004,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,1,1,-1,Civil Rights
113,110,62,81,10,12,2015,SGBreyer,Clinton,D,D,SSotomayor,Obama,D,I,110_113,1,1,1,Civil Rights
102,81,74,166,13,30,1974,WODouglas,FDR,D,D,WHRehnquist,Nixon,R,R,81_102,1,1,0,Civil Rights
94,81,87,175,12,28,1966,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,81_94,1,1,0,Civil Rights
108,107,68,105,9,15,1994,DHSouter,Bush,R,R,CThomas,Bush,R,R,107_108,1,1,-1,Civil Rights
89,81,56,113,6,15,1951,WODouglas,FDR,D,D,SMinton,Truman,D,D,81_89,1,1,1,Civil Rights
100,92,131,191,33,47,1978,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,1,1,-1,Civil Rights
105,92,100,183,13,35,1988,WJBrennan,Eisenhower,R,D,AScalia,Reagan,R,R,92_105,2,1,-1,Civil Rights
110,109,74,84,8,8,2006,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,Civil Rights
112,109,75,109,10,12,2009,RBGinsburg,Clinton,D,D,SAAlito,WBush,R,R,109_112,1,2,0,Civil Rights
96,81,164,206,32,34,1962,WODouglas,FDR,D,D,AJGoldberg,Kennedy,D,D,81_96,1,1,1,Civil Rights
92,90,151,165,12,13,1958,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,90_92,1,1,-1,Civil Rights
88,80,85,128,15,22,1955,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,80_88,1,1,1,Civil Rights
106,105,80,95,14,15,2001,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,2,2,-1,Civil Rights
103,92,148,213,27,36,1985,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,92_103,2,2,-1,Civil Rights
110,102,80,109,15,24,2002,WHRehnquist,Nixon,R,R,SGBreyer,Clinton,D,D,102_110,1,1,0,Civil Rights
81,79,19,30,4,4,1949,SFReed,FDR,D,D,WODouglas,FDR,D,D,79_81,1,1,1,Civil Rights
111,110,74,110,10,12,2009,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,1,2,0,Civil Rights
94,91,148,217,24,51,1963,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,91_94,1,1,-1,Civil Rights
102,98,105,225,16,46,1972,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,98_102,2,1,0,Civil Rights
111,110,63,98,12,17,2010,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,2,1,0,Civil Rights
101,98,104,184,15,38,1980,TMarshall,LBJ,D,D,LFPowell,Nixon,R,D,98_101,1,1,0,Civil Rights
103,102,61,108,9,18,1995,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,102_103,1,1,-1,Civil Rights
110,109,57,75,11,14,2007,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,Civil Rights
114,111,56,79,11,17,2011,JGRoberts,WBush,R,R,EKagan,Obama,D,D,111_114,1,1,0,Civil Rights
91,78,109,177,29,35,1970,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,78_91,1,1,0,Civil Rights
94,81,107,182,18,34,1968,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,81_94,1,1,0,Civil Rights
92,86,93,138,12,17,1956,HHBurton,Truman,D,R,WJBrennan,Eisenhower,R,D,86_92,1,2,0,Civil Rights
81,78,126,175,20,27,1966,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,1,1,1,Civil Rights
103,92,167,240,18,33,1986,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,92_103,2,2,-1,Civil Rights
92,91,109,166,10,13,1958,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,91_92,2,1,-1,Civil Rights
102,99,179,212,42,49,1981,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,99_102,1,1,-1,Civil Rights
109,108,43,77,5,15,2014,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,2,1,0,Civil Rights
92,90,149,166,19,19,1959,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,90_92,2,2,-1,Civil Rights
102,101,190,241,23,33,1986,LFPowell,Nixon,R,D,WHRehnquist,Nixon,R,R,101_102,1,1,-1,Civil Rights
